objectID,type,ParkName,GoogleID,Lat,Long,NumberRatings,inPhilly,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ferko Playground,ChIJpRYFA0u2xokRqCSGUUT3NTc,40.01461,-75.1055,15,1,merge with Tacony Creek ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Point,Thomas Hart Park,ChIJyZLE_23IxokRvslEx-hPp3M,39.971657,-75.142166,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Point,Ingersoll Park,ChIJV7LRcNzHxokRyhtdVdXo_NU,39.9745,-75.16242,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Point,Eric N Casiano Field,ChIJ-ZAqmxDIxokRsv01iuUcMYM,39.985157,-75.139458,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Point,Karen Donnelly Park,ChIJ96sobqbIxokR0gtM-LUU5xE,39.928931,-75.149452,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Point,Howell Park,ChIJvRIteTC4xokR7ii1lq7foEo,40.03041,-75.16876,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Point,Buist Park,ChIJl1u2lLzFxokR3uDNvr93kfM,39.918677,-75.233154,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Tacony Creek Park, Rorer St. Gateway",ChIJobR0mq63xokRiBpks2cGAo0,40.02649,-75.11438,10,1,merge with Tacony Creek ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Point,Anna M Ross Park,ChIJxwHQ7lq3xokRNsfqTulgfVI,39.99932,-75.14661,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Point,Benson Park,ChIJGU8pc7nJxokR6W0YMWs7AW8,39.97353,-75.1427,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Point,Levy Park,ChIJxUxhGTLGxokRUFbfE6lAsvY,39.95511,-75.16729,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Point,Butler and Percy Play Lot,ChIJv9_C2fG3xokRomUIql4EyqE,40.009978,-75.143126,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Point,Howard McCall Sr Playground,ChIJmea5w-LHxokR1-i69Sherbg,39.9793,-75.18444,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Point,Lucien E Blackwell Park,ChIJmUmdk-LGxokRrLTZ-qzXq-U,39.96481,-75.21477,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
