"ParkName","Long","Lat","ReviewCount","Discovery_percentage_weighted","Engagement_percentage_weighted","Frustration...Annoyance_percentage_weighted","Inspiration_percentage_weighted","Relaxation_percentage_weighted","Sorrow_percentage_weighted","buffered_geometry","index_right","OBJECTID","PUBLIC_NAME","PARENT_NAME","Shape__Area","median_NDVI","Adult_Exercise_Equipment","Art_Monuments","Boat_Launches","Hydration_Stations","Picnic_Sites","Playground","Playstreets_Locations","Pools_Sprayground","Tennis_Court","Urban_Agriculture","totalPop","median_HH_income","vacantPct","seniorPct","kidPct","pctWhitePop","pctBlackPop","popDensity","WhiteHOrate","houseprice"
"Pastorius Park",-75.205123,40.070752,8,0,0,0,0,100,0,"POLYGON ((-44.72661035141725 40.070752, -44.87337272044508 37.08333534868758, -45.31224642568637 34.12468915281535, -46.039004873446856 31.22330679261011, -47.04664898258803 28.407130166257552, -48.32547458950457 25.703280594148197, -49.86316590452468 23.13779762573599, -51.644914119697134 20.73538826444238, -53.65356002570718 18.519189025707178, -55.86975926444238 16.51054311969714, -58.272168625735986 14.72879490452468, -60.83765159414819 13.191103589504575, -63.54150116625755 11.91227798258803, -66.3576777926101 10.904633873446848, -69.25906015281535 10.177875425686363, -72.21770634868757 9.739001720445085, -75.205123 9.592239351417252, -78.19253965131243 9.739001720445081, -81.15118584718465 10.177875425686363, -84.05256820738988 10.904633873446848, -86.86874483374245 11.91227798258803, -89.5725944058518 13.191103589504571, -92.138077374264 14.728794904524676, -94.54048673555761 16.510543119697132, -96.75668597429282 18.519189025707178, -98.76533188030287 20.73538826444238, -100.54708009547532 23.13779762573599, -102.08477141049542 25.70328059414819, -103.36359701741196 28.407130166257545, -104.37124112655314 31.223306792610106, -105.09799957431363 34.12468915281534, -105.53687327955491 37.08333534868757, -105.68363564858275 40.07075199999999, -105.53687327955492 43.05816865131242, -105.09799957431363 46.01681484718465, -104.37124112655314 48.91819720738988, -103.36359701741198 51.734373833742445, -102.08477141049542 54.4382234058518, -100.54708009547532 57.003706374264, -98.76533188030287 59.406115735557606, -96.75668597429282 61.62231497429282, -94.54048673555764 63.63096088030285, -92.13807737426401 65.41270909547532, -89.5725944058518 66.95040041049542, -86.86874483374247 68.22922601741196, -84.0525682073899 69.23687012655314, -81.15118584718466 69.96362857431363, -78.19253965131242 70.40250227955491, -75.205123 70.54926464858275, -72.2177063486876 70.40250227955491, -69.25906015281535 69.96362857431363, -66.35767779261012 69.23687012655316, -63.54150116625755 68.22922601741196, -60.8376515941482 66.95040041049543, -58.272168625736 65.41270909547532, -55.86975926444238 63.63096088030286, -53.65356002570718 61.62231497429282, -51.64491411969715 59.406115735557634, -49.86316590452468 57.00370637426401, -48.32547458950458 54.43822340585181, -47.04664898258804 51.73437383374247, -46.039004873446856 48.918197207389895, -45.31224642568637 46.01681484718466, -44.87337272044508 43.05816865131242, -44.72661035141725 40.070752))",87,88,"Pastorius Park","Pastorius Park",113892.90234375,0.4953826154644,0,0,0,1,0,0,0,0,0,0,645,128750,0,0.0294573643410853,0.917829457364341,0.965891472868217,0,0.00178429237033758,0.97841726618705,468400
"Paines Park",-75.180621,39.962874,8,0,0,0,44.25487,55.74513,0,"POLYGON ((-44.70210835141725 39.962874, -44.848870720445085 36.97545734868758, -45.28774442568637 34.01681115281535, -46.01450287344686 31.11542879261011, -47.02214698258803 28.299252166257553, -48.300972589504575 25.595402594148197, -49.83866390452468 23.02991962573599, -51.620412119697136 20.627510264442382, -53.62905802570718 18.411311025707178, -55.84525726444238 16.40266511969714, -58.24766662573599 14.62091690452468, -60.81314959414819 13.083225589504575, -63.51699916625755 11.80439998258803, -66.3331757926101 10.796755873446848, -69.23455815281535 10.069997425686363, -72.19320434868757 9.631123720445085, -75.180621 9.484361351417252, -78.16803765131243 9.631123720445082, -81.12668384718465 10.069997425686363, -84.02806620738988 10.796755873446848, -86.84424283374244 11.80439998258803, -89.5480924058518 13.083225589504572, -92.113575374264 14.620916904524677, -94.51598473555762 16.402665119697133, -96.73218397429282 18.411311025707178, -98.74082988030287 20.627510264442382, -100.52257809547532 23.02991962573599, -102.06026941049542 25.59540259414819, -103.33909501741198 28.299252166257546, -104.34673912655315 31.115428792610107, -105.07349757431363 34.01681115281534, -105.51237127955491 36.97545734868757, -105.65913364858275 39.96287399999999, -105.51237127955491 42.95029065131242, -105.07349757431363 45.90893684718465, -104.34673912655316 48.81031920738988, -103.33909501741198 51.626495833742446, -102.06026941049544 54.3303454058518, -100.52257809547532 56.895828374264, -98.74082988030287 59.298237735557606, -96.73218397429282 61.51443697429282, -94.51598473555764 63.52308288030285, -92.11357537426402 65.30483109547532, -89.5480924058518 66.84252241049542, -86.84424283374247 68.12134801741196, -84.0280662073899 69.12899212655314, -81.12668384718467 69.85575057431363, -78.16803765131242 70.29462427955491, -75.180621 70.44138664858275, -72.1932043486876 70.29462427955491, -69.23455815281535 69.85575057431363, -66.33317579261012 69.12899212655316, -63.51699916625755 68.12134801741196, -60.8131495941482 66.84252241049543, -58.247666625736 65.30483109547532, -55.84525726444238 63.52308288030286, -53.62905802570718 61.51443697429282, -51.62041211969715 59.298237735557635, -49.83866390452468 56.89582837426401, -48.30097258950458 54.33034540585181, -47.02214698258804 51.62649583374247, -46.01450287344686 48.810319207389895, -45.28774442568637 45.90893684718466, -44.848870720445085 42.95029065131242, -44.70210835141725 39.962874))",380,381,"Paines Park","Benjamin Franklin Parkway",19487.26953125,0.216928045816269,0,0,0,0,0,0,0,0,0,0,1229,48235,0.125714285714286,0,0.919446704637917,0.763222131814483,0.0772986167615948,0.0033293836348916,0.647058823529412,NA
"Hunting Park Recreation Center",-75.14382,40.01744,6,0,0,0,34.14405,65.85595,0,"POLYGON ((-44.665307351417255 40.01744, -44.81206972044509 37.03002334868758, -45.25094342568637 34.07137715281536, -45.97770187344686 31.16999479261011, -46.985345982588036 28.353818166257554, -48.26417158950458 25.6499685941482, -49.80186290452468 23.08448562573599, -51.58361111969714 20.682076264442383, -53.592257025707184 18.46587702570718, -55.808456264442384 16.45723111969714, -58.21086562573599 14.675482904524682, -60.776348594148196 13.137791589504577, -63.48019816625755 11.858965982588032, -66.29637479261011 10.85132187344685, -69.19775715281536 10.124563425686365, -72.15640334868758 9.685689720445087, -75.14382 9.538927351417254, -78.13123665131243 9.685689720445083, -81.08988284718465 10.124563425686365, -83.99126520738989 10.85132187344685, -86.80744183374244 11.858965982588032, -89.51129140585181 13.137791589504573, -92.076774374264 14.675482904524678, -94.47918373555763 16.457231119697134, -96.69538297429283 18.46587702570718, -98.70402888030287 20.682076264442383, -100.48577709547533 23.08448562573599, -102.02346841049543 25.64996859414819, -103.30229401741198 28.353818166257547, -104.30993812655315 31.169994792610108, -105.03669657431364 34.071377152815344, -105.47557027955492 37.03002334868757, -105.62233264858276 40.01743999999999, -105.47557027955492 43.00485665131242, -105.03669657431364 45.96350284718465, -104.30993812655316 48.86488520738988, -103.30229401741198 51.68106183374245, -102.02346841049544 54.3849114058518, -100.48577709547533 56.95039437426401, -98.70402888030287 59.352803735557615, -96.69538297429283 61.56900297429282, -94.47918373555764 63.57764888030285, -92.07677437426402 65.35939709547532, -89.51129140585181 66.89708841049543, -86.80744183374247 68.17591401741197, -83.9912652073899 69.18355812655315, -81.08988284718467 69.91031657431364, -78.13123665131242 70.34919027955492, -75.14382 70.49595264858274, -72.1564033486876 70.34919027955492, -69.19775715281536 69.91031657431364, -66.29637479261012 69.18355812655315, -63.48019816625755 68.17591401741197, -60.7763485941482 66.89708841049543, -58.210865625736005 65.35939709547533, -55.808456264442384 63.57764888030286, -53.592257025707184 61.56900297429283, -51.58361111969715 59.35280373555763, -49.80186290452468 56.95039437426401, -48.264171589504585 54.38491140585181, -46.98534598258804 51.68106183374247, -45.97770187344686 48.8648852073899, -45.25094342568637 45.963502847184664, -44.81206972044509 43.00485665131242, -44.665307351417255 40.01744))",11,12,"Hunting Park","Hunting Park",491156.05078125,0.416380868090128,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,NA,0,0,0,NA,NA
"Overington Park",-75.08828,40.016999,5,0,25.21696,0,35.70997,39.07307,0,"POLYGON ((-44.60976735141725 40.016999, -44.75652972044508 37.029582348687576, -45.195403425686365 34.07093615281535, -45.92216187344685 31.16955379261011, -46.92980598258803 28.353377166257552, -48.20863158950457 25.649527594148196, -49.746322904524675 23.084044625735988, -51.52807111969713 20.68163526444238, -53.536717025707176 18.465436025707177, -55.752916264442376 16.45679011969714, -58.15532562573598 14.67504190452468, -60.72080859414819 13.137350589504575, -63.424658166257544 11.85852498258803, -66.2408347926101 10.850880873446847, -69.14221715281535 10.124122425686362, -72.10086334868757 9.685248720445085, -75.08828 9.538486351417252, -78.07569665131243 9.685248720445081, -81.03434284718465 10.124122425686362, -83.93572520738988 10.850880873446847, -86.75190183374244 11.85852498258803, -89.4557514058518 13.137350589504571, -92.021234374264 14.675041904524676, -94.42364373555762 16.456790119697132, -96.63984297429282 18.465436025707177, -98.64848888030286 20.68163526444238, -100.43023709547532 23.084044625735988, -101.96792841049542 25.64952759414819, -103.24675401741197 28.353377166257545, -104.25439812655314 31.169553792610106, -104.98115657431363 34.07093615281534, -105.42003027955491 37.02958234868757, -105.56679264858275 40.01699899999999, -105.42003027955491 43.00441565131242, -104.98115657431363 45.96306184718465, -104.25439812655316 48.86444420738988, -103.24675401741197 51.680620833742445, -101.96792841049543 54.3844704058518, -100.43023709547532 56.949953374264, -98.64848888030286 59.352362735557605, -96.63984297429282 61.56856197429282, -94.42364373555763 63.57720788030285, -92.02123437426401 65.35895609547532, -89.4557514058518 66.89664741049542, -86.75190183374247 68.17547301741196, -83.9357252073899 69.18311712655314, -81.03434284718466 69.90987557431363, -78.07569665131241 70.34874927955491, -75.08828 70.49551164858275, -72.1008633486876 70.34874927955491, -69.14221715281535 69.90987557431363, -66.24083479261012 69.18311712655316, -63.424658166257544 68.17547301741196, -60.720808594148195 66.89664741049543, -58.155325625736 65.35895609547532, -55.752916264442376 63.57720788030286, -53.536717025707176 61.56856197429282, -51.528071119697145 59.352362735557634, -49.746322904524675 56.94995337426401, -48.20863158950458 54.38447040585181, -46.929805982588036 51.680620833742466, -45.92216187344685 48.864444207389894, -45.195403425686365 45.96306184718466, -44.75652972044508 43.00441565131242, -44.60976735141725 40.016999))",198,199,"Overington Park","Overington Park",28489.21484375,0.492987526808255,0,0,0,0,0,1,0,0,0,0,1353,25114,0.309495896834701,0,0.910569105691057,0.335550628233555,0.574279379157428,0.00697778485674893,0.208828522920204,75400
"Cobbs Creek Park",-75.239171,39.940632,78,20.8397,0,0,27.62289,51.53741,0,"POLYGON ((-44.76065835141725 39.940632, -44.90742072044508 36.95321534868758, -45.34629442568637 33.99456915281536, -46.073052873446855 31.093186792610112, -47.08069698258803 28.277010166257554, -48.35952258950457 25.5731605941482, -49.897213904524676 23.00767762573599, -51.67896211969713 20.605268264442383, -53.68760802570718 18.38906902570718, -55.90380726444238 16.38042311969714, -58.306216625735985 14.598674904524682, -60.87169959414819 13.060983589504577, -63.575549166257545 11.782157982588032, -66.3917257926101 10.77451387344685, -69.29310815281535 10.047755425686365, -72.25175434868757 9.608881720445087, -75.239171 9.462119351417254, -78.22658765131243 9.608881720445083, -81.18523384718465 10.047755425686365, -84.08661620738988 10.77451387344685, -86.90279283374244 11.782157982588032, -89.6066424058518 13.060983589504573, -92.172125374264 14.598674904524678, -94.57453473555762 16.380423119697134, -96.79073397429282 18.38906902570718, -98.79937988030287 20.605268264442383, -100.58112809547532 23.00767762573599, -102.11881941049542 25.57316059414819, -103.39764501741197 28.277010166257547, -104.40528912655314 31.09318679261011, -105.13204757431363 33.994569152815345, -105.57092127955491 36.95321534868757, -105.71768364858275 39.940631999999994, -105.57092127955491 42.92804865131242, -105.13204757431363 45.88669484718465, -104.40528912655316 48.78807720738988, -103.39764501741197 51.60425383374245, -102.11881941049543 54.3081034058518, -100.58112809547532 56.87358637426401, -98.79937988030287 59.275995735557615, -96.79073397429282 61.49219497429282, -94.57453473555763 63.50084088030285, -92.17212537426401 65.28258909547532, -89.6066424058518 66.82028041049543, -86.90279283374247 68.09910601741197, -84.0866162073899 69.10675012655315, -81.18523384718466 69.83350857431364, -78.22658765131241 70.27238227955492, -75.239171 70.41914464858274, -72.2517543486876 70.27238227955492, -69.29310815281535 69.83350857431364, -66.39172579261012 69.10675012655315, -63.575549166257545 68.09910601741197, -60.8716995941482 66.82028041049543, -58.306216625736 65.28258909547533, -55.90380726444238 63.50084088030286, -53.68760802570718 61.49219497429283, -51.67896211969715 59.27599573555763, -49.897213904524676 56.87358637426401, -48.35952258950458 54.30810340585181, -47.08069698258804 51.60425383374247, -46.073052873446855 48.7880772073899, -45.34629442568637 45.886694847184664, -44.90742072044508 42.92804865131242, -44.76065835141725 39.940632))",431,432,"Cobbs Creek Park","Cobbs Creek Park",2403874.41796875,0.497021009720916,0,0,0,0,1,0,0,0,0,0,1048,20739,0.236220472440945,0.0333969465648855,0.931297709923664,0.00763358778625954,0.983778625954199,0.0029334852795682,0.0164948453608247,95100
"Eakins Oval",-75.178359,39.963627,13,10.17753,0,8.4814,17.56294,63.77812,0,"POLYGON ((-44.69984635141725 39.963627, -44.84660872044508 36.97621034868758, -45.28548242568637 34.01756415281535, -46.012240873446856 31.116181792610114, -47.01988498258803 28.300005166257556, -48.29871058950457 25.5961555941482, -49.83640190452468 23.030672625735992, -51.618150119697134 20.628263264442385, -53.62679602570718 18.41206402570718, -55.84299526444238 16.403418119697143, -58.245404625735986 14.621669904524683, -60.81088759414819 13.083978589504579, -63.51473716625755 11.805152982588034, -66.3309137926101 10.797508873446851, -69.23229615281535 10.070750425686366, -72.19094234868757 9.631876720445089, -75.178359 9.485114351417256, -78.16577565131243 9.631876720445085, -81.12442184718465 10.070750425686366, -84.02580420738988 10.797508873446851, -86.84198083374244 11.805152982588034, -89.5458304058518 13.083978589504575, -92.111313374264 14.62166990452468, -94.51372273555762 16.403418119697136, -96.72992197429282 18.41206402570718, -98.73856788030287 20.628263264442385, -100.52031609547532 23.030672625735992, -102.05800741049542 25.596155594148193, -103.33683301741198 28.30000516625755, -104.34447712655314 31.11618179261011, -105.07123557431363 34.017564152815346, -105.51010927955491 36.97621034868757, -105.65687164858275 39.963626999999995, -105.51010927955491 42.951043651312425, -105.07123557431363 45.90968984718465, -104.34447712655316 48.811072207389884, -103.33683301741198 51.62724883374245, -102.05800741049543 54.331098405851805, -100.52031609547532 56.896581374264, -98.73856788030287 59.29899073555761, -96.72992197429282 61.515189974292824, -94.51372273555764 63.523835880302855, -92.11131337426401 65.30558409547533, -89.5458304058518 66.84327541049542, -86.84198083374247 68.12210101741196, -84.0258042073899 69.12974512655315, -81.12442184718466 69.85650357431363, -78.16577565131242 70.29537727955491, -75.178359 70.44213964858275, -72.1909423486876 70.29537727955491, -69.23229615281535 69.85650357431363, -66.33091379261012 69.12974512655316, -63.51473716625755 68.12210101741196, -60.8108875941482 66.84327541049544, -58.245404625736 65.30558409547533, -55.84299526444238 63.52383588030286, -53.62679602570718 61.515189974292824, -51.61815011969715 59.29899073555764, -49.83640190452468 56.89658137426402, -48.29871058950458 54.33109840585181, -47.01988498258804 51.62724883374247, -46.012240873446856 48.8110722073899, -45.28548242568637 45.909689847184666, -44.84660872044508 42.951043651312425, -44.69984635141725 39.963627))",383,384,"Eakins Oval","Benjamin Franklin Parkway",53916.33203125,0.327642121452898,0,1,0,0,0,0,0,0,0,0,1229,48235,0.125714285714286,0,0.919446704637917,0.763222131814483,0.0772986167615948,0.0033293836348916,0.647058823529412,NA
"Penn Treaty Park",-75.128479,39.966274,92,10.62238,0,0,25.95843,63.41919,0,"POLYGON ((-44.64996635141725 39.966274, -44.79672872044508 36.978857348687576, -45.235602425686366 34.02021115281535, -45.962360873446855 31.11882879261011, -46.97000498258803 28.302652166257552, -48.24883058950457 25.598802594148196, -49.786521904524676 23.033319625735988, -51.56827011969713 20.63091026444238, -53.57691602570718 18.414711025707177, -55.79311526444238 16.40606511969714, -58.195524625735985 14.62431690452468, -60.76100759414819 13.086625589504575, -63.464857166257545 11.80779998258803, -66.2810337926101 10.800155873446847, -69.18241615281535 10.073397425686363, -72.14106234868757 9.634523720445085, -75.128479 9.487761351417252, -78.11589565131243 9.634523720445081, -81.07454184718465 10.073397425686363, -83.97592420738988 10.800155873446847, -86.79210083374244 11.80779998258803, -89.4959504058518 13.086625589504571, -92.061433374264 14.624316904524676, -94.46384273555762 16.406065119697132, -96.68004197429282 18.414711025707177, -98.68868788030287 20.63091026444238, -100.47043609547532 23.033319625735988, -102.00812741049542 25.59880259414819, -103.28695301741197 28.302652166257545, -104.29459712655314 31.118828792610106, -105.02135557431363 34.02021115281534, -105.46022927955491 36.97885734868757, -105.60699164858275 39.96627399999999, -105.46022927955491 42.95369065131242, -105.02135557431363 45.91233684718465, -104.29459712655316 48.81371920738988, -103.28695301741197 51.629895833742445, -102.00812741049543 54.3337454058518, -100.47043609547532 56.899228374264, -98.68868788030287 59.301637735557605, -96.68004197429282 61.51783697429282, -94.46384273555763 63.52648288030285, -92.06143337426401 65.30823109547532, -89.4959504058518 66.84592241049542, -86.79210083374247 68.12474801741196, -83.9759242073899 69.13239212655314, -81.07454184718466 69.85915057431363, -78.11589565131241 70.29802427955491, -75.128479 70.44478664858275, -72.1410623486876 70.29802427955491, -69.18241615281535 69.85915057431363, -66.28103379261012 69.13239212655316, -63.464857166257545 68.12474801741196, -60.7610075941482 66.84592241049543, -58.195524625736 65.30823109547532, -55.79311526444238 63.52648288030286, -53.57691602570718 61.51783697429282, -51.56827011969715 59.301637735557634, -49.786521904524676 56.89922837426401, -48.24883058950458 54.33374540585181, -46.97000498258804 51.62989583374247, -45.962360873446855 48.813719207389894, -45.235602425686366 45.91233684718466, -44.79672872044508 42.95369065131242, -44.64996635141725 39.966274))",125,126,"Penn Treaty Park","Penn Treaty Park",58760.8515625,0.38777619339633,0,1,0,0,1,1,0,0,0,0,2956,83418,0.0769230769230769,0.006765899864682,0.882273342354533,0.753044654939107,0.112652232746955,0.00304365140921032,0.761194029850746,309100
"Philadelphia Vietnam Veterans Memorial",-75.142773,39.943987,5,0,0,0,16.25262,64.97135,18.77602,"POLYGON ((-44.664260351417255 39.943987, -44.81102272044509 36.95657034868758, -45.24989642568637 33.99792415281536, -45.97665487344686 31.09654179261011, -46.98429898258804 28.280365166257553, -48.26312458950458 25.576515594148198, -49.80081590452468 23.01103262573599, -51.58256411969714 20.608623264442382, -53.591210025707184 18.39242402570718, -55.807409264442384 16.38377811969714, -58.20981862573599 14.60202990452468, -60.775301594148196 13.064338589504576, -63.47915116625755 11.785512982588031, -66.29532779261011 10.777868873446849, -69.19671015281536 10.051110425686364, -72.15535634868758 9.612236720445086, -75.142773 9.465474351417253, -78.13018965131243 9.612236720445082, -81.08883584718465 10.051110425686364, -83.99021820738989 10.777868873446849, -86.80639483374244 11.785512982588031, -89.51024440585181 13.064338589504572, -92.075727374264 14.602029904524677, -94.47813673555763 16.383778119697133, -96.69433597429283 18.39242402570718, -98.70298188030287 20.608623264442382, -100.48473009547533 23.01103262573599, -102.02242141049543 25.57651559414819, -103.30124701741198 28.280365166257546, -104.30889112655315 31.096541792610108, -105.03564957431364 33.997924152815344, -105.47452327955492 36.95657034868757, -105.62128564858276 39.94398699999999, -105.47452327955492 42.93140365131242, -105.03564957431364 45.89004984718465, -104.30889112655316 48.79143220738988, -103.30124701741198 51.60760883374245, -102.02242141049544 54.3114584058518, -100.48473009547533 56.87694137426401, -98.70298188030287 59.279350735557614, -96.69433597429283 61.49554997429282, -94.47813673555764 63.50419588030285, -92.07572737426402 65.28594409547532, -89.51024440585181 66.82363541049543, -86.80639483374247 68.10246101741197, -83.9902182073899 69.11010512655315, -81.08883584718467 69.83686357431364, -78.13018965131242 70.27573727955492, -75.142773 70.42249964858274, -72.1553563486876 70.27573727955492, -69.19671015281536 69.83686357431364, -66.29532779261012 69.11010512655315, -63.47915116625755 68.10246101741197, -60.7753015941482 66.82363541049543, -58.209818625736006 65.28594409547533, -55.807409264442384 63.50419588030286, -53.591210025707184 61.49554997429283, -51.58256411969715 59.27935073555763, -49.80081590452468 56.87694137426401, -48.263124589504585 54.31145840585181, -46.984298982588044 51.60760883374247, -45.97665487344686 48.791432207389896, -45.24989642568637 45.89004984718466, -44.81102272044509 42.93140365131242, -44.664260351417255 39.943987))",409,410,"Philadelphia Vietnam Veterans Memorial","I-95 Park",13544.15234375,0.284998844286925,0,1,0,0,0,0,0,0,0,0,1867,101984,0.306748466257669,0.0439207284413498,0.910551687198714,0.690412426352437,0.0883770755222282,0.000747006559584387,0.733529990167158,345000
"Ben Barkan Park",-75.221561,39.953829,3,26.97107,0,0,0,73.02893,0,"POLYGON ((-44.743048351417244 39.953829, -44.88981072044508 36.96641234868758, -45.32868442568636 34.00776615281535, -46.05544287344685 31.10638379261011, -47.063086982588025 28.290207166257552, -48.34191258950457 25.586357594148197, -49.87960390452467 23.02087462573599, -51.66135211969713 20.61846526444238, -53.66999802570717 18.402266025707178, -55.88619726444237 16.39362011969714, -58.28860662573598 14.61187190452468, -60.854089594148185 13.074180589504575, -63.55793916625754 11.79535498258803, -66.3741157926101 10.787710873446848, -69.27549815281535 10.060952425686363, -72.23414434868756 9.622078720445085, -75.221561 9.475316351417252, -78.20897765131242 9.622078720445082, -81.16762384718464 10.060952425686363, -84.06900620738988 10.787710873446848, -86.88518283374245 11.79535498258803, -89.5890324058518 13.074180589504572, -92.154515374264 14.611871904524676, -94.5569247355576 16.393620119697133, -96.77312397429282 18.402266025707178, -98.78176988030286 20.61846526444238, -100.56351809547532 23.02087462573599, -102.10120941049541 25.58635759414819, -103.38003501741196 28.290207166257545, -104.38767912655314 31.106383792610107, -105.11443757431363 34.00776615281534, -105.5533112795549 36.96641234868757, -105.70007364858274 39.95382899999999, -105.55331127955492 42.94124565131242, -105.11443757431363 45.89989184718465, -104.38767912655314 48.80127420738988, -103.38003501741197 51.617450833742446, -102.10120941049541 54.3213004058518, -100.56351809547532 56.886783374264, -98.78176988030286 59.289192735557606, -96.77312397429282 61.50539197429282, -94.55692473555763 63.51403788030285, -92.15451537426401 65.29578609547532, -89.5890324058518 66.83347741049542, -86.88518283374246 68.11230301741196, -84.06900620738989 69.11994712655314, -81.16762384718466 69.84670557431363, -78.20897765131241 70.28557927955492, -75.221561 70.43234164858275, -72.2341443486876 70.28557927955492, -69.27549815281535 69.84670557431363, -66.37411579261011 69.11994712655314, -63.55793916625754 68.11230301741196, -60.85408959414819 66.83347741049542, -58.288606625735994 65.29578609547532, -55.88619726444237 63.51403788030286, -53.66999802570717 61.50539197429282, -51.66135211969714 59.289192735557634, -49.87960390452467 56.88678337426401, -48.341912589504574 54.32130040585181, -47.06308698258803 51.61745083374247, -46.05544287344685 48.801274207389895, -45.32868442568636 45.89989184718466, -44.88981072044508 42.94124565131242, -44.743048351417244 39.953829))",309,310,"Ben Barkan Park","Ben Barkan Park",5385.63671875,0.332141783134667,0,0,0,0,0,1,0,0,0,0,1021,33409,0.144262295081967,0,0.852105778648384,0.301665034280118,0.523996082272282,0.00776245349556309,0.342911877394636,275900
"Bartrams Mile Trail Greenway (56th)",-75.206924,39.935125,8,0,0,0,34.22789,65.77211,0,"POLYGON ((-44.72841135141725 39.935125, -44.87517372044508 36.94770834868758, -45.31404742568637 33.98906215281535, -46.04080587344686 31.08767979261011, -47.04844998258803 28.271503166257553, -48.32727558950457 25.567653594148197, -49.86496690452468 23.00217062573599, -51.646715119697134 20.59976126444238, -53.65536102570718 18.383562025707178, -55.87156026444238 16.37491611969714, -58.27396962573599 14.59316790452468, -60.83945259414819 13.055476589504575, -63.54330216625755 11.77665098258803, -66.3594787926101 10.769006873446848, -69.26086115281535 10.042248425686363, -72.21950734868757 9.603374720445085, -75.206924 9.456612351417252, -78.19434065131243 9.603374720445082, -81.15298684718465 10.042248425686363, -84.05436920738988 10.769006873446848, -86.87054583374245 11.77665098258803, -89.5743954058518 13.055476589504572, -92.139878374264 14.593167904524677, -94.54228773555761 16.374916119697133, -96.75848697429282 18.383562025707178, -98.76713288030287 20.59976126444238, -100.54888109547532 23.00217062573599, -102.08657241049542 25.56765359414819, -103.36539801741196 28.271503166257546, -104.37304212655314 31.087679792610107, -105.09980057431363 33.98906215281534, -105.53867427955491 36.94770834868757, -105.68543664858275 39.93512499999999, -105.53867427955493 42.92254165131242, -105.09980057431363 45.88118784718465, -104.37304212655314 48.78257020738988, -103.36539801741198 51.598746833742446, -102.08657241049542 54.3025964058518, -100.54888109547532 56.868079374264, -98.76713288030287 59.270488735557606, -96.75848697429282 61.48668797429282, -94.54228773555764 63.49533388030285, -92.13987837426401 65.27708209547532, -89.5743954058518 66.81477341049542, -86.87054583374247 68.09359901741196, -84.0543692073899 69.10124312655314, -81.15298684718466 69.82800157431363, -78.19434065131242 70.26687527955491, -75.206924 70.41363764858275, -72.2195073486876 70.26687527955491, -69.26086115281535 69.82800157431363, -66.35947879261012 69.10124312655316, -63.54330216625755 68.09359901741196, -60.8394525941482 66.81477341049543, -58.273969625736 65.27708209547532, -55.87156026444238 63.49533388030286, -53.65536102570718 61.48668797429282, -51.64671511969715 59.270488735557635, -49.86496690452468 56.86807937426401, -48.32727558950458 54.30259640585181, -47.04844998258804 51.59874683374247, -46.04080587344686 48.782570207389895, -45.31404742568637 45.88118784718466, -44.87517372044508 42.92254165131242, -44.72841135141725 39.935125))",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949,10991,0.032258064516129,0,0.934668071654373,0.029504741833509,0.898840885142255,0.0018026620012174,0.0153846153846154,NA
