"ParkName","Long","Lat","ReviewCount","Discovery_percentage_weighted","Engagement_percentage_weighted","Frustration...Annoyance_percentage_weighted","Inspiration_percentage_weighted","Relaxation_percentage_weighted","Sorrow_percentage_weighted","buffered_geometry","index_right","OBJECTID","PUBLIC_NAME","PARENT_NAME","Shape__Area","median_NDVI","Adult_Exercise_Equipment","Art_Monuments","Boat_Launches","Hydration_Stations","Picnic_Sites","Playground","Playstreets_Locations","Pools_Sprayground","Tennis_Court","Urban_Agriculture","totalPop","median_HH_income","vacantPct","seniorPct","kidPct","pctWhitePop","pctBlackPop","popDensity","WhiteHOrate","houseprice"
"Pretzel Park",-75.221105,40.025584,24,8.44667,0,0,33.88988,57.66345,0,"POLYGON ((-44.742592351417244 40.025584, -44.88935472044508 37.03816734868758, -45.32822842568636 34.07952115281536, -46.05498687344685 31.178138792610113, -47.062630982588026 28.361962166257555, -48.34145658950457 25.6581125941482, -49.87914790452467 23.09262962573599, -51.66089611969713 20.690220264442384, -53.66954202570717 18.47402102570718, -55.88574126444237 16.465375119697143, -58.28815062573598 14.683626904524683, -60.853633594148185 13.145935589504578, -63.55748316625754 11.867109982588033, -66.3736597926101 10.859465873446851, -69.27504215281535 10.132707425686366, -72.23368834868756 9.693833720445088, -75.221105 9.547071351417255, -78.20852165131242 9.693833720445085, -81.16716784718464 10.132707425686366, -84.06855020738988 10.859465873446851, -86.88472683374243 11.867109982588033, -89.5885764058518 13.145935589504575, -92.154059374264 14.68362690452468, -94.55646873555762 16.465375119697136, -96.77266797429282 18.47402102570718, -98.78131388030286 20.690220264442384, -100.56306209547532 23.09262962573599, -102.10075341049541 25.658112594148193, -103.37957901741197 28.36196216625755, -104.38722312655314 31.17813879261011, -105.11398157431363 34.079521152815346, -105.5528552795549 37.03816734868757, -105.69961764858274 40.025583999999995, -105.5528552795549 43.013000651312424, -105.11398157431363 45.97164684718465, -104.38722312655315 48.873029207389884, -103.37957901741197 51.68920583374245, -102.10075341049543 54.393055405851804, -100.56306209547532 56.95853837426401, -98.78131388030286 59.360947735557616, -96.77266797429282 61.57714697429282, -94.55646873555763 63.585792880302854, -92.15405937426401 65.36754109547532, -89.5885764058518 66.90523241049543, -86.88472683374246 68.18405801741196, -84.06855020738989 69.19170212655315, -81.16716784718466 69.91846057431363, -78.20852165131241 70.35733427955492, -75.221105 70.50409664858275, -72.2336883486876 70.35733427955492, -69.27504215281535 69.91846057431364, -66.37365979261011 69.19170212655315, -63.55748316625754 68.18405801741197, -60.85363359414819 66.90523241049543, -58.288150625735994 65.36754109547533, -55.88574126444237 63.58579288030286, -53.66954202570717 61.57714697429283, -51.66089611969714 59.36094773555763, -49.87914790452467 56.95853837426401, -48.341456589504574 54.39305540585181, -47.06263098258803 51.68920583374247, -46.05498687344685 48.8730292073899, -45.32822842568636 45.971646847184665, -44.88935472044508 43.013000651312424, -44.742592351417244 40.025584))",260,261,"Pretzel Park","Pretzel Park",13934.55859375,0.358395256048904,0,0,0,0,0,1,0,0,0,0,1308,NA,0.116319444444444,0.0107033639143731,0.948776758409786,0.891437308868501,0.0305810397553517,0.00370771118117737,0.868369351669941,212900
"Norris Square",-75.13469,39.98268,15,21.48535,0,0,30.09477,48.41987,0,"POLYGON ((-44.656177351417256 39.98268, -44.80293972044509 36.99526334868758, -45.241813425686374 34.03661715281535, -45.96857187344686 31.135234792610113, -46.97621598258804 28.319058166257555, -48.25504158950458 25.6152085941482, -49.792732904524684 23.04972562573599, -51.57448111969714 20.647316264442384, -53.583127025707185 18.43111702570718, -55.799326264442385 16.422471119697143, -58.20173562573599 14.640722904524683, -60.7672185941482 13.103031589504578, -63.47106816625755 11.824205982588033, -66.28724479261011 10.816561873446851, -69.18862715281536 10.089803425686366, -72.14727334868758 9.650929720445088, -75.13469 9.504167351417255, -78.12210665131244 9.650929720445085, -81.08075284718466 10.089803425686366, -83.98213520738989 10.816561873446851, -86.79831183374245 11.824205982588033, -89.50216140585181 13.103031589504575, -92.067644374264 14.64072290452468, -94.47005373555763 16.422471119697136, -96.68625297429283 18.43111702570718, -98.69489888030287 20.647316264442384, -100.47664709547533 23.04972562573599, -102.01433841049543 25.615208594148193, -103.29316401741198 28.31905816625755, -104.30080812655315 31.13523479261011, -105.02756657431364 34.036617152815346, -105.46644027955492 36.99526334868757, -105.61320264858276 39.982679999999995, -105.46644027955492 42.970096651312424, -105.02756657431364 45.92874284718465, -104.30080812655316 48.830125207389884, -103.29316401741198 51.64630183374245, -102.01433841049544 54.350151405851804, -100.47664709547533 56.915634374264, -98.69489888030287 59.31804373555761, -96.68625297429283 61.53424297429282, -94.47005373555764 63.542888880302854, -92.06764437426402 65.32463709547532, -89.50216140585181 66.86232841049542, -86.79831183374247 68.14115401741196, -83.9821352073899 69.14879812655315, -81.08075284718467 69.87555657431363, -78.12210665131242 70.31443027955493, -75.13469 70.46119264858275, -72.1472733486876 70.31443027955493, -69.18862715281536 69.87555657431363, -66.28724479261012 69.14879812655315, -63.47106816625755 68.14115401741196, -60.767218594148204 66.86232841049542, -58.201735625736006 65.32463709547532, -55.799326264442385 63.54288888030286, -53.583127025707185 61.53424297429282, -51.574481119697154 59.31804373555764, -49.792732904524684 56.915634374264016, -48.255041589504586 54.35015140585181, -46.976215982588045 51.64630183374247, -45.96857187344686 48.8301252073899, -45.241813425686374 45.928742847184665, -44.80293972044509 42.970096651312424, -44.656177351417256 39.98268))",146,147,"Norris Square","Norris Square",44170.71484375,0.347260462555066,0,0,0,0,1,1,0,0,0,0,595,14219,0.067741935483871,0,0.946218487394958,0.470588235294118,0.14453781512605,0.00669246454068512,0.453287197231834,176000
"Logan Square",-75.17096,39.95803,30,6.50266,0,0,23.68819,69.80915,0,"POLYGON ((-44.69244735141724 39.95803, -44.839209720445076 36.97061334868758, -45.27808342568636 34.01196715281536, -46.00484187344685 31.110584792610112, -47.012485982588025 28.294408166257554, -48.291311589504566 25.5905585941482, -49.82900290452467 23.02507562573599, -51.61075111969713 20.622666264442383, -53.61939702570717 18.40646702570718, -55.83559626444237 16.39782111969714, -58.23800562573598 14.616072904524682, -60.803488594148185 13.078381589504577, -63.50733816625754 11.799555982588032, -66.3235147926101 10.79191187344685, -69.22489715281534 10.065153425686365, -72.18354334868756 9.626279720445087, -75.17096 9.479517351417254, -78.15837665131242 9.626279720445083, -81.11702284718464 10.065153425686365, -84.01840520738988 10.79191187344685, -86.83458183374245 11.799555982588032, -89.5384314058518 13.078381589504573, -92.103914374264 14.616072904524678, -94.5063237355576 16.397821119697134, -96.72252297429281 18.40646702570718, -98.73116888030286 20.622666264442383, -100.51291709547532 23.02507562573599, -102.05060841049541 25.59055859414819, -103.32943401741196 28.294408166257547, -104.33707812655314 31.11058479261011, -105.06383657431363 34.011967152815345, -105.5027102795549 36.97061334868757, -105.64947264858274 39.958029999999994, -105.50271027955492 42.94544665131242, -105.06383657431363 45.90409284718465, -104.33707812655314 48.80547520738988, -103.32943401741197 51.62165183374245, -102.05060841049541 54.3255014058518, -100.51291709547532 56.89098437426401, -98.73116888030286 59.293393735557615, -96.72252297429281 61.50959297429282, -94.50632373555763 63.51823888030285, -92.10391437426401 65.29998709547532, -89.5384314058518 66.83767841049543, -86.83458183374246 68.11650401741196, -84.01840520738989 69.12414812655315, -81.11702284718466 69.85090657431363, -78.15837665131241 70.28978027955492, -75.17096 70.43654264858274, -72.18354334868759 70.28978027955492, -69.22489715281534 69.85090657431364, -66.32351479261011 69.12414812655315, -63.50733816625754 68.11650401741197, -60.80348859414819 66.83767841049543, -58.238005625735994 65.29998709547533, -55.83559626444237 63.51823888030286, -53.61939702570717 61.50959297429283, -51.61075111969714 59.29339373555763, -49.82900290452467 56.89098437426401, -48.29131158950457 54.32550140585181, -47.01248598258803 51.62165183374247, -46.00484187344685 48.8054752073899, -45.27808342568636 45.904092847184664, -44.839209720445076 42.94544665131242, -44.69244735141724 39.95803))",421,422,"Logan Square","Benjamin Franklin Parkway",22964.55859375,0.152666938866412,0,1,0,0,0,0,0,0,0,0,802,91641,0.123076923076923,0,0.855361596009975,0.726932668329177,0.0473815461346633,0.00249171793363564,0.64327485380117,NA
"Matthias Baldwin Park",-75.168948,39.961667,16,12.40395,0,0,42.95852,44.63752,0,"POLYGON ((-44.69043535141725 39.961667, -44.83719772044508 36.974250348687576, -45.27607142568637 34.01560415281536, -46.002829873446856 31.11422179261011, -47.01047398258803 28.298045166257552, -48.28929958950457 25.594195594148196, -49.82699090452468 23.028712625735988, -51.608739119697134 20.62630326444238, -53.61738502570718 18.410104025707177, -55.83358426444238 16.40145811969714, -58.235993625735986 14.61970990452468, -60.80147659414819 13.082018589504575, -63.50532616625755 11.80319298258803, -66.3215027926101 10.795548873446847, -69.22288515281535 10.068790425686363, -72.18153134868757 9.629916720445085, -75.168948 9.483154351417252, -78.15636465131243 9.629916720445081, -81.11501084718465 10.068790425686363, -84.01639320738988 10.795548873446847, -86.83256983374244 11.80319298258803, -89.5364194058518 13.082018589504571, -92.101902374264 14.619709904524676, -94.50431173555762 16.401458119697132, -96.72051097429282 18.410104025707177, -98.72915688030287 20.62630326444238, -100.51090509547532 23.028712625735988, -102.04859641049542 25.59419559414819, -103.32742201741198 28.298045166257545, -104.33506612655314 31.114221792610106, -105.06182457431363 34.01560415281534, -105.50069827955491 36.97425034868757, -105.64746064858275 39.96166699999999, -105.50069827955491 42.94908365131242, -105.06182457431363 45.90772984718465, -104.33506612655316 48.80911220738988, -103.32742201741198 51.625288833742445, -102.04859641049543 54.3291384058518, -100.51090509547532 56.894621374264005, -98.72915688030287 59.29703073555761, -96.72051097429282 61.51322997429282, -94.50431173555764 63.52187588030285, -92.10190237426401 65.30362409547531, -89.5364194058518 66.84131541049543, -86.83256983374247 68.12014101741195, -84.0163932073899 69.12778512655315, -81.11501084718466 69.85454357431362, -78.15636465131242 70.29341727955492, -75.168948 70.44017964858274, -72.1815313486876 70.29341727955492, -69.22288515281535 69.85454357431364, -66.32150279261012 69.12778512655315, -63.50532616625755 68.12014101741197, -60.8014765941482 66.84131541049543, -58.235993625736 65.30362409547533, -55.83358426444238 63.52187588030286, -53.61738502570718 61.51322997429283, -51.60873911969715 59.29703073555763, -49.82699090452468 56.894621374264005, -48.28929958950458 54.32913840585181, -47.01047398258804 51.62528883374247, -46.002829873446856 48.809112207389894, -45.27607142568637 45.90772984718466, -44.83719772044508 42.94908365131242, -44.69043535141725 39.961667))",247,248,"Matthias Baldwin Park","Matthias Baldwin Park",14842.15234375,0.364590863713037,0,0,0,0,0,0,0,0,0,0,2838,66344,0.117751479289941,0,0.919309372797745,0.842142353770261,0.0369978858350951,0.0163263624572756,0.827632461435278,375600
"Clarence H Clark Park",-75.210414,39.948897,127,19.06574,0.59474,0.61542,18.05632,61.66779,0,"POLYGON ((-44.73190135141725 39.948897, -44.87866372044508 36.96148034868758, -45.31753742568637 34.00283415281535, -46.044295873446856 31.101451792610114, -47.05193998258803 28.285275166257556, -48.33076558950457 25.5814255941482, -49.86845690452468 23.015942625735992, -51.650205119697134 20.613533264442385, -53.65885102570718 18.39733402570718, -55.87505026444238 16.388688119697143, -58.277459625735986 14.606939904524683, -60.84294259414819 13.069248589504578, -63.546792166257546 11.790422982588034, -66.3629687926101 10.782778873446851, -69.26435115281535 10.056020425686366, -72.22299734868757 9.617146720445088, -75.210414 9.470384351417255, -78.19783065131243 9.617146720445085, -81.15647684718465 10.056020425686366, -84.05785920738988 10.782778873446851, -86.87403583374245 11.790422982588034, -89.5778854058518 13.069248589504575, -92.143368374264 14.60693990452468, -94.5457777355576 16.388688119697136, -96.76197697429282 18.39733402570718, -98.77062288030287 20.613533264442385, -100.55237109547532 23.015942625735992, -102.09006241049542 25.581425594148193, -103.36888801741196 28.28527516625755, -104.37653212655314 31.10145179261011, -105.10329057431363 34.002834152815346, -105.54216427955491 36.96148034868757, -105.68892664858275 39.948896999999995, -105.54216427955492 42.936313651312425, -105.10329057431363 45.89495984718465, -104.37653212655314 48.796342207389884, -103.36888801741198 51.61251883374245, -102.09006241049542 54.316368405851804, -100.55237109547532 56.881851374264, -98.77062288030287 59.28426073555761, -96.76197697429282 61.50045997429282, -94.54577773555764 63.509105880302855, -92.14336837426401 65.29085409547532, -89.5778854058518 66.82854541049542, -86.87403583374247 68.10737101741196, -84.0578592073899 69.11501512655315, -81.15647684718466 69.84177357431363, -78.19783065131242 70.28064727955493, -75.210414 70.42740964858275, -72.2229973486876 70.28064727955493, -69.26435115281535 69.84177357431363, -66.36296879261012 69.11501512655315, -63.546792166257546 68.10737101741196, -60.8429425941482 66.82854541049542, -58.277459625736 65.29085409547532, -55.87505026444238 63.50910588030286, -53.65885102570718 61.50045997429282, -51.65020511969715 59.28426073555764, -49.86845690452468 56.881851374264016, -48.33076558950458 54.31636840585181, -47.05193998258804 51.61251883374247, -46.044295873446856 48.7963422073899, -45.31753742568637 45.894959847184666, -44.87866372044508 42.936313651312425, -44.73190135141725 39.948897))",100,101,"Clarence H Clark Park","Clarence H Clark Park",82961.578125,0.426212580128883,0,0,0,1,1,1,0,0,0,0,1264,22414,0.180762852404643,0.000791139240506329,0.88370253164557,0.500791139240506,0.200158227848101,0.00756015480477489,0.431174089068826,412500
"Cliveden Park",-75.177939,40.051182,1,0,0,0,0,100,0,"POLYGON ((-44.699426351417245 40.051182, -44.84618872044508 37.063765348687575, -45.28506242568636 34.10511915281535, -46.01182087344685 31.20373679261011, -47.019464982588026 28.38756016625755, -48.29829058950457 25.683710594148195, -49.83598190452467 23.118227625735987, -51.61773011969713 20.71581826444238, -53.626376025707174 18.499619025707176, -55.842575264442374 16.490973119697138, -58.24498462573598 14.709224904524678, -60.810467594148186 13.171533589504573, -63.51431716625754 11.892707982588028, -66.3304937926101 10.885063873446846, -69.23187615281535 10.158305425686361, -72.19052234868757 9.719431720445083, -75.177939 9.57266935141725, -78.16535565131242 9.71943172044508, -81.12400184718464 10.158305425686361, -84.02538420738988 10.885063873446846, -86.84156083374245 11.892707982588028, -89.5454104058518 13.17153358950457, -92.110893374264 14.709224904524675, -94.5133027355576 16.49097311969713, -96.72950197429282 18.499619025707176, -98.73814788030286 20.71581826444238, -100.51989609547532 23.118227625735987, -102.05758741049542 25.683710594148188, -103.33641301741196 28.387560166257543, -104.34405712655314 31.203736792610105, -105.07081557431363 34.10511915281534, -105.5096892795549 37.06376534868757, -105.65645164858275 40.05118199999999, -105.50968927955492 43.03859865131242, -105.07081557431363 45.997244847184646, -104.34405712655314 48.89862720738988, -103.33641301741197 51.714803833742444, -102.05758741049542 54.4186534058518, -100.51989609547532 56.984136374264, -98.73814788030286 59.386545735557604, -96.72950197429282 61.60274497429282, -94.51330273555763 63.61139088030285, -92.11089337426401 65.39313909547532, -89.5454104058518 66.93083041049542, -86.84156083374246 68.20965601741196, -84.02538420738989 69.21730012655314, -81.12400184718466 69.94405857431363, -78.16535565131241 70.38293227955492, -75.177939 70.52969464858275, -72.1905223486876 70.38293227955492, -69.23187615281535 69.94405857431363, -66.33049379261011 69.21730012655314, -63.51431716625754 68.20965601741196, -60.81046759414819 66.93083041049542, -58.244984625735995 65.39313909547532, -55.842575264442374 63.61139088030286, -53.626376025707174 61.60274497429282, -51.61773011969714 59.38654573555763, -49.83598190452467 56.98413637426401, -48.298290589504575 54.418653405851806, -47.01946498258803 51.714803833742465, -46.01182087344685 48.89862720738989, -45.28506242568636 45.99724484718466, -44.84618872044508 43.03859865131242, -44.699426351417245 40.051182))",157,158,"Cliveden Park","Cliveden Park",41161.37109375,0.423803693084093,0,0,0,0,0,1,0,0,0,0,1413,41375,0.152215799614644,0,0.976645435244161,0.125265392781316,0.844302901627742,0.00571415879286797,0.145454545454545,98400
"Juniata Park",-75.10418,40.01488,13,14.82691,0,0,13.37521,64.43716,7.36071,"POLYGON ((-44.62566735141725 40.01488, -44.77242972044508 37.027463348687576, -45.21130342568637 34.068817152815356, -45.938061873446856 31.16743479261011, -46.94570598258803 28.35125816625755, -48.22453158950457 25.647408594148196, -49.76222290452468 23.081925625735987, -51.54397111969713 20.67951626444238, -53.55261702570718 18.463317025707177, -55.76881626444238 16.45467111969714, -58.171225625735985 14.672922904524679, -60.73670859414819 13.135231589504574, -63.440558166257546 11.85640598258803, -66.2567347926101 10.848761873446847, -69.15811715281535 10.122003425686362, -72.11676334868757 9.683129720445084, -75.10418 9.536367351417251, -78.09159665131243 9.68312972044508, -81.05024284718465 10.122003425686362, -83.95162520738988 10.848761873446847, -86.76780183374245 11.85640598258803, -89.4716514058518 13.13523158950457, -92.037134374264 14.672922904524675, -94.4395437355576 16.45467111969713, -96.65574297429282 18.463317025707177, -98.66438888030287 20.67951626444238, -100.44613709547532 23.081925625735987, -101.98382841049542 25.64740859414819, -103.26265401741196 28.351258166257544, -104.27029812655314 31.167434792610106, -104.99705657431363 34.06881715281534, -105.43593027955491 37.02746334868757, -105.58269264858275 40.01487999999999, -105.43593027955492 43.00229665131242, -104.99705657431363 45.96094284718465, -104.27029812655314 48.86232520738988, -103.26265401741198 51.678501833742445, -101.98382841049542 54.3823514058518, -100.44613709547532 56.947834374264005, -98.66438888030287 59.35024373555761, -96.65574297429282 61.56644297429282, -94.43954373555763 63.57508888030285, -92.03713437426401 65.35683709547531, -89.4716514058518 66.89452841049543, -86.76780183374247 68.17335401741195, -83.9516252073899 69.18099812655315, -81.05024284718466 69.90775657431362, -78.09159665131241 70.34663027955492, -75.10418 70.49339264858274, -72.1167633486876 70.34663027955492, -69.15811715281535 69.90775657431364, -66.25673479261012 69.18099812655315, -63.440558166257546 68.17335401741197, -60.7367085941482 66.89452841049543, -58.171225625736 65.35683709547533, -55.76881626444238 63.57508888030286, -53.55261702570718 61.566442974292826, -51.54397111969715 59.350243735557626, -49.76222290452468 56.947834374264005, -48.22453158950458 54.38235140585181, -46.94570598258804 51.678501833742466, -45.938061873446856 48.862325207389894, -45.21130342568637 45.96094284718466, -44.77242972044508 43.00229665131242, -44.62566735141725 40.01488))",106,107,"Joseph A Ferko Playground","Tacony Creek Park",72742.1796875,0.395180900449488,0,0,0,1,1,1,0,1,0,0,1700,25148,0.0513196480938416,0,0.954117647058824,0.571764705882353,0.0382352941176471,0.00404214823871439,0.630602782071097,99300
"Lardners Point Park",-75.045998,40.014748,29,9.49687,0,0,20.03002,70.47311,0,"POLYGON ((-44.56748535141725 40.014748, -44.71424772044508 37.027331348687575, -45.153121425686365 34.06868515281535, -45.87987987344685 31.16730279261011, -46.88752398258803 28.35112616625755, -48.16634958950457 25.647276594148195, -49.704040904524675 23.081793625735987, -51.48578911969713 20.67938426444238, -53.494435025707176 18.463185025707176, -55.710634264442376 16.454539119697138, -58.11304362573598 14.672790904524678, -60.67852659414819 13.135099589504573, -63.382376166257544 11.856273982588029, -66.1985527926101 10.848629873446846, -69.09993515281535 10.121871425686361, -72.05858134868757 9.682997720445083, -75.045998 9.53623535141725, -78.03341465131243 9.68299772044508, -80.99206084718465 10.121871425686361, -83.89344320738988 10.848629873446846, -86.70961983374244 11.856273982588029, -89.4134694058518 13.13509958950457, -91.978952374264 14.672790904524675, -94.38136173555762 16.45453911969713, -96.59756097429282 18.463185025707176, -98.60620688030286 20.67938426444238, -100.38795509547532 23.081793625735987, -101.92564641049542 25.647276594148188, -103.20447201741197 28.351126166257544, -104.21211612655314 31.167302792610105, -104.93887457431363 34.06868515281534, -105.37774827955491 37.02733134868757, -105.52451064858275 40.01474799999999, -105.37774827955491 43.00216465131242, -104.93887457431363 45.960810847184646, -104.21211612655316 48.86219320738988, -103.20447201741197 51.678369833742444, -101.92564641049543 54.3822194058518, -100.38795509547532 56.947702374264, -98.60620688030286 59.350111735557604, -96.59756097429282 61.56631097429282, -94.38136173555763 63.57495688030285, -91.97895237426401 65.35670509547532, -89.4134694058518 66.89439641049542, -86.70961983374247 68.17322201741196, -83.8934432073899 69.18086612655314, -80.99206084718466 69.90762457431363, -78.03341465131241 70.34649827955491, -75.045998 70.49326064858275, -72.0585813486876 70.34649827955491, -69.09993515281535 69.90762457431363, -66.19855279261012 69.18086612655316, -63.382376166257544 68.17322201741196, -60.678526594148195 66.89439641049543, -58.113043625736 65.35670509547532, -55.710634264442376 63.57495688030286, -53.494435025707176 61.56631097429282, -51.485789119697145 59.35011173555763, -49.704040904524675 56.94770237426401, -48.16634958950458 54.38221940585181, -46.887523982588036 51.678369833742465, -45.87987987344685 48.86219320738989, -45.153121425686365 45.96081084718466, -44.71424772044508 43.00216465131242, -44.56748535141725 40.014748))",186,187,"Lardners Point Park","Lardners Point Park",34291.8203125,0.187853823782321,0,0,0,0,1,0,0,0,0,0,729,26705,0.0792452830188679,0.00960219478737997,0.949245541838134,0.779149519890261,0.182441700960219,0.000401584916460738,0.815573770491803,80600
"Rail Park",-75.15963,39.96016,27,8.66952,8.95171,0,11.72751,70.65126,0,"POLYGON ((-44.68111735141726 39.96016, -44.82787972044509 36.97274334868758, -45.266753425686375 34.01409715281535, -45.99351187344686 31.112714792610113, -47.00115598258804 28.296538166257555, -48.27998158950458 25.5926885941482, -49.817672904524684 23.02720562573599, -51.59942111969714 20.624796264442384, -53.608067025707186 18.40859702570718, -55.824266264442386 16.399951119697143, -58.22667562573599 14.618202904524683, -60.7921585941482 13.080511589504578, -63.49600816625755 11.801685982588033, -66.31218479261011 10.79404187344685, -69.21356715281536 10.067283425686366, -72.17221334868758 9.628409720445088, -75.15963 9.481647351417255, -78.14704665131244 9.628409720445084, -81.10569284718466 10.067283425686366, -84.00707520738989 10.79404187344685, -86.82325183374246 11.801685982588033, -89.52710140585181 13.080511589504574, -92.092584374264 14.61820290452468, -94.49499373555761 16.399951119697135, -96.71119297429283 18.40859702570718, -98.71983888030287 20.624796264442384, -100.50158709547533 23.02720562573599, -102.03927841049543 25.592688594148193, -103.31810401741197 28.296538166257548, -104.32574812655315 31.11271479261011, -105.05250657431364 34.014097152815346, -105.49138027955492 36.97274334868757, -105.63814264858276 39.960159999999995, -105.49138027955493 42.947576651312424, -105.05250657431364 45.90622284718465, -104.32574812655315 48.807605207389884, -103.31810401741198 51.62378183374245, -102.03927841049543 54.327631405851804, -100.50158709547533 56.893114374264, -98.71983888030287 59.29552373555761, -96.71119297429283 61.51172297429282, -94.49499373555764 63.520368880302854, -92.09258437426402 65.30211709547532, -89.52710140585181 66.83980841049542, -86.82325183374248 68.11863401741196, -84.0070752073899 69.12627812655315, -81.10569284718467 69.85303657431363, -78.14704665131242 70.29191027955491, -75.15963 70.43867264858275, -72.1722133486876 70.29191027955491, -69.21356715281536 69.85303657431363, -66.31218479261013 69.12627812655316, -63.49600816625755 68.11863401741196, -60.792158594148205 66.83980841049544, -58.22667562573601 65.30211709547532, -55.824266264442386 63.52036888030286, -53.608067025707186 61.51172297429282, -51.599421119697155 59.29552373555764, -49.817672904524684 56.893114374264016, -48.27998158950459 54.32763140585181, -47.001155982588045 51.62378183374247, -45.99351187344686 48.8076052073899, -45.266753425686375 45.906222847184665, -44.82787972044509 42.947576651312424, -44.68111735141726 39.96016))",482,483,"Rail Park","Rail Park",6009.94140625,0.13438688633981,0,0,0,0,0,0,0,0,0,0,1674,61324,0.154594594594595,0.0041816009557945,0.844086021505376,0.627240143369176,0.13142174432497,0.00446087399012137,0.640664961636829,272200
"Grays Ferry Crescent",-75.203235,39.942573,7,0,0,0,0,100,0,"POLYGON ((-44.724722351417256 39.942573, -44.87148472044509 36.95515634868758, -45.310358425686374 33.99651015281536, -46.03711687344686 31.095127792610114, -47.04476098258804 28.278951166257556, -48.32358658950458 25.5751015941482, -49.861277904524684 23.009618625735992, -51.64302611969714 20.607209264442385, -53.651672025707185 18.391010025707182, -55.867871264442385 16.382364119697144, -58.27028062573599 14.600615904524684, -60.8357635941482 13.06292458950458, -63.53961316625755 11.784098982588034, -66.35578979261011 10.776454873446852, -69.25717215281536 10.049696425686367, -72.21581834868758 9.61082272044509, -75.203235 9.464060351417256, -78.19065165131244 9.610822720445086, -81.14929784718466 10.049696425686367, -84.05068020738989 10.776454873446852, -86.86685683374245 11.784098982588034, -89.57070640585181 13.062924589504576, -92.136189374264 14.60061590452468, -94.53859873555763 16.382364119697137, -96.75479797429283 18.391010025707182, -98.76344388030287 20.607209264442385, -100.54519209547533 23.009618625735992, -102.08288341049543 25.575101594148194, -103.36170901741198 28.27895116625755, -104.36935312655315 31.09512779261011, -105.09611157431364 33.99651015281535, -105.53498527955492 36.955156348687574, -105.68174764858276 39.942572999999996, -105.53498527955492 42.929989651312425, -105.09611157431364 45.88863584718465, -104.36935312655316 48.790018207389885, -103.36170901741198 51.60619483374245, -102.08288341049544 54.310044405851805, -100.54519209547533 56.87552737426401, -98.76344388030287 59.27793673555762, -96.75479797429283 61.494135974292824, -94.53859873555764 63.502781880302855, -92.13618937426402 65.28453009547532, -89.57070640585181 66.82222141049543, -86.86685683374247 68.10104701741196, -84.0506802073899 69.10869112655315, -81.14929784718467 69.83544957431363, -78.19065165131242 70.27432327955492, -75.203235 70.42108564858275, -72.2158183486876 70.27432327955492, -69.25717215281536 69.83544957431364, -66.35578979261012 69.10869112655315, -63.53961316625755 68.10104701741197, -60.835763594148204 66.82222141049543, -58.27028062573601 65.28453009547533, -55.867871264442385 63.50278188030286, -53.651672025707185 61.49413597429283, -51.643026119697154 59.27793673555763, -49.861277904524684 56.87552737426401, -48.323586589504586 54.31004440585181, -47.044760982588045 51.60619483374247, -46.03711687344686 48.7900182073899, -45.310358425686374 45.888635847184666, -44.87148472044509 42.929989651312425, -44.724722351417256 39.942573))",419,420,"Grays Ferry Crescent","Grays Ferry Crescent",96680.6171875,0.342167145683252,0,0,0,0,0,0,0,0,0,0,762,20847,0.203592814371257,0.015748031496063,0.834645669291339,0.200787401574803,0.620734908136483,0.00104594738257275,0.165413533834586,85400
