ParkName,Long,Lat,ReviewCount,Discovery_percentage_weighted,Engagement_percentage_weighted,Frustration & Annoyance_percentage_weighted,Inspiration_percentage_weighted,Relaxation_percentage_weighted,Sorrow_percentage_weighted,geometry_x,OBJECTID,PUBLIC_NAME,PARENT_NAME,Shape__Area,median_NDVI,Adult_Exercise_Equipment,Art_Monuments,Boat_Launches,Hydration_Stations,Picnic_Sites,Playground,Playstreets_Locations,Pools_Sprayground,Tennis_Court,Urban_Agriculture,geometry_y
Delancey Park,-75.1479,39.94408,7,0.0,16.53567,0.0,61.97435,21.48998,0.0,POINT (-75.1479 39.94408),342.0,Delancey Park,Delancey Park,4038.71875,0.25035823829323556,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-75.1477722781367 39.9443641567541, -75.1477746868209 39.9443531018059, -75.1475916426374 39.9443303626525, -75.1475651768535 39.9443271113707, -75.1475687849499 39.9443104144122, -75.1475984262938 39.944172423335104, -75.1476278163681 39.94403603847919, -75.1476329011726 39.94400954397819, -75.1476596573626 39.94401294239529, -75.14772144658201 39.9440207910724, -75.1477345471491 39.943955456088396, -75.1476483147703 39.94394390737988, -75.14765542430541 39.9439117985989, -75.1477039161282 39.943692782845304, -75.1477148894622 39.943693756228, -75.1477617912821 39.943475932475195, -75.1477677085708 39.9434484522181, -75.1478936319397 39.94346216092859, -75.1478870358006 39.9434921468483, -75.1478869706245 39.9434924427067, -75.1478856224024 39.9434985489773, -75.14783903868741 39.9437103071043, -75.147790930745 39.943929672200596, -75.1477696060838 39.9440269086845, -75.14797946079861 39.9440535643321, -75.1480981277366 39.9440681560643, -75.1480926388087 39.94409689396789, -75.1480329102085 39.94437041813511, -75.1480295994228 39.94438510085921, -75.147839338511 39.94436113338699, -75.1478245876312 39.9443593012425, -75.147823582413 39.94436085162089, -75.1478159078006 39.94439579572019, -75.147826881675 39.94439746108619, -75.14782306865841 39.94441446695799, -75.1477944034228 39.944542292380106, -75.1477893025757 39.944565018451996, -75.14778518585011 39.94458338247999, -75.1477379025849 39.9447943363211, -75.1477309068311 39.9448255511728, -75.1476684875872 39.944817444947894, -75.1476758356064 39.94478644712839, -75.1476760305526 39.94478560549221, -75.1476762620793 39.944784603403, -75.1476805123171 39.94476666678819, -75.1476831315578 39.944755616618295, -75.1476942734565 39.9447086027182, -75.147706451441 39.9446569089917, -75.14772036844641 39.9445920835868, -75.1477369431035 39.9445262390521, -75.1477625279415 39.944408854171506, -75.1477630602352 39.9444064479063, -75.1477722781367 39.9443641567541))"
Mifflin Square,-75.156519,39.919477,13,0.0,21.64425,0.0,25.40431,52.95144,0.0,POINT (-75.156519 39.919477),197.0,Mifflin Square,Mifflin Square,28736.80078125,0.2843478933760486,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-75.1559073259558 39.9188212284593, -75.1559194234394 39.918817263764694, -75.1559444130218 39.9188194825099, -75.1559934736149 39.91882566790311, -75.1573008719418 39.918994348971694, -75.15735617534962 39.9190016453386, -75.15736431172 39.919006487585094, -75.1573724919923 39.91901521061121, -75.1573762306605 39.919022482577006, -75.1573777450095 39.91902741836191, -75.1573777994662 39.9190353485597, -75.1571436745484 39.920114846961994, -75.1571389411653 39.92013684372139, -75.1571358864277 39.92014934475889, -75.1571319060174 39.92015699990711, -75.1571236375714 39.92016439139889, -75.1571165849763 39.92016767110379, -75.1571027860692 39.92017040360281, -75.157090485323 39.920168771204594, -75.1570703581623 39.9201661013455, -75.15573301175 39.9199929679859, -75.1557024637842 39.919989113331795, -75.1556880614761 39.91998729627671, -75.1556771816445 39.91998547332351, -75.1556691306206 39.91998247277, -75.155662260804 39.9199774049733, -75.1556583422044 39.91997187685519, -75.1556563862609 39.9199641342893, -75.15565924622 39.919947667996695, -75.155670220588 39.9198963293412, -75.1558926058838 39.91885267527599, -75.1558949859128 39.918841024882084, -75.1558965312157 39.91883346334989, -75.1558995208273 39.918827549121396, -75.1559073259558 39.9188212284593))"
William Lanier Park,-75.19388,39.93362,11,0.0,35.98793,0.0,55.36721,8.64486,0.0,POINT (-75.19388 39.93362),407.0,William Lanier Park,William Lanier Park,28390.578125,0.34333287463877804,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((-75.1931530290416 39.93246098576669, -75.1931702449599 39.93246062356181, -75.1931832884988 39.9324616604011, -75.1932245229413 39.9324668694094, -75.1944753376357 39.9326303667453, -75.1945552715864 39.9326416319351, -75.1945749614806 39.93264579003969, -75.1945907132521 39.9326542068507, -75.1945975328948 39.9326607802909, -75.1946033897319 39.93267026866109, -75.1946057046114 39.932678490579704, -75.1946085153012 39.9326889030835, -75.1946095173437 39.9326992951085, -75.1946016364592 39.9327359517959, -75.1943865997869 39.9337268042254, -75.1943778311931 39.9337689471786, -75.19437340817852 39.9337811500743, -75.1943662202153 39.933787855576, -75.1943588691457 39.933792268883, -75.1943456215528 39.9337954065101, -75.1943308495966 39.93379494668051, -75.1943084509941 39.9337920977105, -75.1942483792391 39.933784459172905, -75.1929817835316 39.933621044058405, -75.1929176210299 39.933612671190104, -75.1929098255551 39.9336111314473, -75.192905330163 39.933609914865, -75.1929011890366 39.9336074636912, -75.1928963316044 39.933603457623995, -75.1928925301418 39.933597609113505, -75.1928914535374 39.93358715233511, -75.1928939757037 39.93357567476651, -75.1929027779449 39.933535616688694, -75.1931184221466 39.932535460987296, -75.193123487148 39.932511827844806, -75.1931286080947 39.93248512080889, -75.1931322035363 39.932473577966, -75.1931397541584 39.932466098552396, -75.1931530290416 39.93246098576669))"
Marian Winfield Hissey Recreation Center,-75.12334,39.99433,4,0.0,29.11786,18.38961,27.71509,24.77745,0.0,POINT (-75.12334 39.99433),277.0,Marian Winfield Hissey Recreation Center,Marian Winfield Hissey Recreation Center,9949.08984375,0.1555891608898253,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"POLYGON ((-75.1230623272582 39.9945390254118, -75.1230017235176 39.9945312014948, -75.1229859731358 39.99453637513881, -75.1229768145224 39.99453407334471, -75.1229691204945 39.9945296155719, -75.1229652217561 39.9945251960042, -75.1229623252224 39.99451958028299, -75.1229613261766 39.99451448733558, -75.1229623771036 39.9945061876939, -75.1229641438688 39.9944980377876, -75.1229659204984 39.9944898448576, -75.1230978780124 39.9938650152537, -75.1231019328822 39.9938456845986, -75.1231476527654 39.9938531083899, -75.1239407720615 39.993955064496596, -75.1239800942645 39.99396013677071, -75.1239705326195 39.99400700120619, -75.1238421814464 39.99461023992729, -75.1238400722641 39.9946195524453, -75.1238380795409 39.9946244300677, -75.12383459454841 39.99462963576159, -75.12383122737 39.9946333097012, -75.1238278623512 39.9946352618267, -75.1238243247841 39.9946373136226, -75.1238194748542 39.994638979486794, -75.1238112388453 39.99464059761429, -75.123803542055 39.99464075309619, -75.123791160074 39.994639375057204, -75.1237727579992 39.9946373267733, -75.1237311736468 39.994631942282396, -75.1237287742568 39.994631674742294, -75.1230623272582 39.9945390254118))"
Palmer Park,-75.13254,39.97489,15,0.0,26.58572,0.0,62.00461,11.40967,0.0,POINT (-75.13254 39.97489),307.0,Palmer Park,Palmer Park,5627.87109375,0.22494213368871432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((-75.132711904683 39.9745254575765, -75.1327228465284 39.9745229662222, -75.1327321382487 39.97452305831311, -75.1327379377287 39.9745253368306, -75.1327466865017 39.974531495754384, -75.1327498540527 39.97453776615289, -75.1327557876627 39.974548629994594, -75.1327641463752 39.9745649120499, -75.1328452203387 39.9747168241983, -75.1328699395503 39.974757247524096, -75.1328865713247 39.97478535048731, -75.1328934045554 39.97479964521881, -75.1328960281368 39.97480635642221, -75.1328945296718 39.97481387914589, -75.1328923634224 39.974819432316, -75.1328830740245 39.9748369688509, -75.1328635134065 39.97487013728449, -75.1328425647123 39.97490896583389, -75.1328235951494 39.97494083584909, -75.13279751165511 39.97498602925639, -75.1327567027484 39.97505269702369, -75.1327313936073 39.9750983685029, -75.1327077414595 39.9751412170151, -75.1326868434268 39.975176416464215, -75.1326575331055 39.975227813688385, -75.1326519031632 39.9752356007847, -75.1326453702786 39.975241077780495, -75.1326302675056 39.9752470269672, -75.1326207285587 39.9752469049036, -75.1326097549762 39.9752454147972, -75.1325946366269 39.975240492753606, -75.1325765624587 39.97523350030861, -75.1325573804945 39.97522629247621, -75.1324963349447 39.97520382596359, -75.1324611108403 39.9751899585305, -75.1324227224626 39.975176209023694, -75.1323165875846 39.9751345483152, -75.132117660451 39.97505847338619, -75.132111849797 39.9750545393993, -75.13210791081322 39.9750494155084, -75.1321062363647 39.9750436044383, -75.1321069824143 39.97503767829419, -75.1321100795345 39.97503222296089, -75.1321131892455 39.9750265624809, -75.1321151074749 39.9750230706182, -75.1321363634864 39.974988586739, -75.1321677699254 39.974938600711106, -75.132201887481 39.9748843002426, -75.1322431866124 39.9748185682975, -75.1322712217451 39.97477394662981, -75.1323064407903 39.974717893538, -75.13233953139562 39.97466522479049, -75.1323583499157 39.97463527239229, -75.1324275984651 39.97461328480549, -75.1325152481221 39.9745854538817, -75.1325898817402 39.9745617563471, -75.132646993258 39.97454543315351, -75.132711904683 39.9745254575765))"
Disston Park,-75.04233,40.022058,3,0.0,0.0,0.0,69.04002,30.95998,0.0,POINT (-75.04233 40.022058),78.0,Disston Park,Disston Park,162358.171875,0.3306512446567765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"MULTIPOLYGON (((-75.048808612029 40.01830134154508, -75.0488433301057 40.0182835552022, -75.0489316014356 40.0183908436648, -75.0493709625118 40.01887840013639, -75.0493897693958 40.018899319716496, -75.0493975374252 40.0189221358779, -75.0493928679822 40.018933664911394, -75.0493860818324 40.0189442268926, -75.0493620675518 40.0189576058272, -75.0493353605449 40.0189714170017, -75.046159534343 40.02061360154371, -75.0461407395448 40.02061839858879, -75.0461211630903 40.0206179871746, -75.0461076069965 40.020615281081, -75.0460921004556 40.02060740478359, -75.04605444696091 40.020563176699596, -75.0455621097109 40.020006025690606, -75.0455104899102 40.019951259565595, -75.0455500365279 40.01992792570311, -75.048808612029 40.01830134154508)), ((-75.0448487963957 40.0203016364527, -75.0452186650755 40.0207466282731, -75.0458104069362 40.02044825671109, -75.045967701115 40.0206287722347, -75.0459858318364 40.020647941037794, -75.0459939557264 40.02065941800029, -75.0459974827564 40.020671582340995, -75.0459934467635 40.02069243401999, -75.0459779343216 40.020706034106304, -75.045962371755 40.0207162441595, -75.0459147933549 40.02073948994731, -75.0443578688619 40.021547698236006, -75.0443347450812 40.021560327648, -75.0443166297554 40.021567973318, -75.0442854809962 40.0215732340554, -75.0442669098439 40.021566765727286, -75.044239282265 40.0215404960486, -75.0442147643626 40.021512364180694, -75.0437020333381 40.02092849577169, -75.04366695533821 40.020886224286, -75.0436933219623 40.02087373901821, -75.0442941614576 40.020575108341404, -75.0448487963957 40.0203016364527)), ((-75.0435398277585 40.0209484388696, -75.0436003273002 40.020923596465984, -75.0438846341504 40.0212509639743, -75.0438859962275 40.021252486412486, -75.04415899048551 40.02156573922161, -75.04418244554562 40.0215926620757, -75.044182409994 40.0216052840614, -75.0441711761633 40.02162740235589, -75.0441176801118 40.02165353461461, -75.044069666431 40.02167705324139, -75.0440627622441 40.021680435279706, -75.0425980889486 40.02239735280139, -75.0425980461875 40.0223975139824, -75.0412090048941 40.0230695556155, -75.0411885761864 40.0230792042408, -75.0411726101369 40.023084368176896, -75.0411552513583 40.0230899822205, -75.0411296883147 40.02307924506059, -75.0411070301122 40.0230489352914, -75.0406628615689 40.0224593349304, -75.0406964848971 40.02243593499589, -75.0410733467241 40.0222202776007, -75.0414467083634 40.0220174386238, -75.0435398277585 40.0209484388696)), ((-75.0400041032671 40.023565374000206, -75.039946082093 40.02348775045719, -75.0399460235682 40.0234877779097, -75.0398283169462 40.023329723414086, -75.0396189377166 40.0230550605966, -75.0396567692147 40.02303353895509, -75.0405526833 40.02251113001379, -75.0405841525665 40.022490930281094, -75.0407256673152 40.02267406244929, -75.0407295422558 40.0226790754195, -75.0410234779203 40.023077770312106, -75.0410322705249 40.0230896869072, -75.0410442019194 40.0231058575279, -75.0410449021628 40.023120526052395, -75.0410437663509 40.0231260794724, -75.041039363326 40.02313177116769, -75.0410199289072 40.0231411143361, -75.0409950645535 40.02315201437029, -75.040828798623 40.0232249011219, -75.0400670557229 40.02356035313981, -75.0400378966431 40.0235731943075, -75.0400220729939 40.02357252623481, -75.0400041032671 40.023565374000206)), ((-75.0394542186982 40.0231092526245, -75.0395050411936 40.023082497106294, -75.0395203531218 40.02310243299271, -75.0398499712793 40.0235454535224, -75.039889798126 40.0235969803445, -75.0398991295921 40.023611571455, -75.039901668025 40.02362290532919, -75.0398912839594 40.023638902627596, -75.0398776452662 40.02364676770649, -75.0398053947485 40.023680415306906, -75.0398052914689 40.023680947193284, -75.0392992623319 40.0239096814335, -75.0392992666405 40.023909720280514, -75.0390321767509 40.02402681067551, -75.0390320228619 40.0240268782257, -75.038771096062 40.0241424339703, -75.0386516364415 40.0242021636177, -75.0383175757077 40.024371735189206, -75.0376007535128 40.02474331197058, -75.0376008196871 40.0247434450874, -75.0366068897532 40.02525810722389, -75.0365645375243 40.0252796057897, -75.0365250505829 40.025297594864, -75.0365074634575 40.02529901653789, -75.0364891148988 40.0252962654602, -75.0364726900036 40.02528186776819, -75.0363079919714 40.02507089398999, -75.0363397314956 40.0250437627395, -75.0394542186982 40.0231092526245)))"
Sedgley Woods Disc Golf Course,-75.191342,39.981548,18,0.0,31.83481,5.23188,47.07316,15.86014,0.0,POINT (-75.191342 39.981548),,,,,,,,,,,,,,,,
